items,Q4 2021,Q1 2022,Q2 2022,Q3 2022,ticker
Interest & Fees on Loans,"10,760","10,633","11,626","13,985",JPM
Inter & Divs/ Invest Securs,"1,834","2,137","2,707","3,704",JPM
Fed. Fund/Resale,319,397,543,"1,413",JPM
Interest on Deposits,170,238,"1,079","3,015",JPM
Other Interest Income,286,324,642,"1,104",JPM
Trading Account Interest,"1,650","1,767","2,049","2,390",JPM
"Interest Income, Bank","15,019","15,496","18,646","25,611",JPM
Interest on Deposit,127,182,898,"3,159",JPM
Inter on Other Borrowings,"1,211","1,325","2,152","3,667",JPM
Fed Funds Sold/Secs Sold under Repurch Agrmnt,80,117,468,"1,267",JPM
Total Interest Expense,"1,418","1,624","3,518","8,093",JPM
Net Interest Income,"13,601","13,872","15,128","17,518",JPM
Loan Loss Provision,"(1,288)","1,463","1,101","1,537",JPM
NetInterIn after Loan Loss Provision,"14,889","12,409","14,027","15,981",JPM
Commish & Fees/Secur Act,"5,864","5,822","5,618","5,383",JPM
Credit Card Fees,"1,100",975,"1,133","1,086",JPM
Fees for Other Cust Serv,"5,278","3,847","3,459","3,405",JPM
Real Estate Operation Gain,"1,122","1,048",945,870,JPM
Dealer Trading Acct Profit,"2,182","5,105","4,990","5,383",JPM
Invest Securities Gains,52,(394),(153),(959),JPM
Other Revenue,58,442,(405),30,JPM
"Non-Interest Income, Bank","15,656","16,845","15,587","15,198",JPM
Labor & Related Expenses,"(9,065)","(10,787)","(10,301)","(10,539)",JPM
Depreciation Expense,(785),(711),(668),(620),JPM
Litigation Expense,(137),(119),(73),(47),JPM
Other Expense,"(7,901)","(7,574)","(7,707)","(7,972)",JPM
"Non-Interest Expense, Bank","(17,888)","(19,191)","(18,749)","(19,178)",JPM
Income Before Tax,"12,657","10,063","10,865","12,001",JPM
Income Tax - Total,"2,258","1,781","2,216","2,264",JPM
Income After Tax,"10,399","8,282","8,649","9,737",JPM
Net Inc Before Extra Items,"10,399","8,282","8,649","9,737",JPM
Total Net Income,"10,399","8,282","8,649","9,737",JPM
Preferred Dividends,(426),(397),(410),(432),JPM
Misc Earnings Adjustment,(46),(40),(44),(50),JPM
Total Adjust to Net Income,(472),(437),(454),(482),JPM
Income Available to Common Excl. Extra. Items,"9,927","7,845","8,195","9,255",JPM
Income Available to Common Incl. Extra. Items,"9,927","7,845","8,195","9,255",JPM
Basic/Primary Weighted Average Shares,"2,977","2,977","2,962","2,961",JPM
Basic/Primary EPS Excl. Extra. Items,3.33,2.64,2.77,3.13,JPM
Basic/Primary EPS Incl. Extra. Items,3.33,2.64,2.77,3.13,JPM
Diluted Weighted Average Shares,"2,981","2,981","2,966","2,965",JPM
Diluted EPS Excl. Extra. Items,3.33,2.63,2.76,3.12,JPM
Diluted EPS Incl. Extra. Items,3.33,2.63,2.76,3.12,JPM
Div/Share-ComStockPrimIssue,1.00,1.00,1.00,1.00,JPM
Gross Divid - Common Stock,"2,981","2,976","2,971","2,974",JPM
Pro Forma Net Income,--,--,--,--,JPM
"Depreciat/Amort, Suppl","1,931","1,820","1,789","1,771",JPM
Total Special Items,137,119,73,47,JPM
Normalzd Income Before Tax,"12,794","10,182","10,938","12,048",JPM
Efct/SpecItemsIncTxs (STEC),24,21,15,9,JPM
IncTxsExcl ImpctofSpec Itms,"2,282","1,802","2,231","2,273",JPM
Normalized Income After Tax,"10,512","8,380","8,707","9,775",JPM
Normalzd Inc Avail to Common,"10,040","7,943","8,253","9,293",JPM
Basic Normalized EPS,3.37,2.67,2.79,3.14,JPM
Diluted Normalized EPS,3.37,2.66,2.78,3.13,JPM
