items,2017,2018,2019,2020,2021,ticker
Cash & Equivalents,135,658,236,"2,624","6,848",MRNA
Short Term Investments,621,863,867,"1,984","3,879",MRNA
Cash and Short Term Invs,756,"1,521","1,103","4,608","10,727",MRNA
"Trade Accts Recvble, Net",13,13,5,"1,391","3,175",MRNA
Notes Recvble - Short Term,3,8,7,10,--,MRNA
Other Receivables,--,10,4,10,121,MRNA
"Total Receivables, Net",17,31,16,"1,411","3,296",MRNA
Invent. - Finished Goods,--,--,--,--,233,MRNA
Invent. - Work In Progress,--,--,--,--,338,MRNA
Invent. - Raw Materials,--,--,--,--,870,MRNA
Total Inventory,--,--,--,47,"1,441",MRNA
Prepaid Expenses,10,10,8,232,531,MRNA
Restricted Cash - Current,1,1,1,1,--,MRNA
Other Current Assets,--,--,--,--,76,MRNA
"Other Curr. Assets, Total",1,1,1,1,76,MRNA
Total Current Assets,783,"1,563","1,129","6,298","16,071",MRNA
Buildings,12,154,152,180,313,MRNA
Machinery/Equipment,94,115,127,141,200,MRNA
Construction in Progress,81,5,3,35,212,MRNA
Other Prop./Plant/Equip.,0,2,100,151,"1,010",MRNA
Prop./Plant/Equip. - Gross,187,276,382,507,"1,735",MRNA
Accumulated Depreciation,(48),(64),(95),(120),(352),MRNA
Prop./Plant/Equip. - Net,139,212,288,387,"1,383",MRNA
Long Term Investments,146,173,160,639,"6,843",MRNA
Def. Inc. Tax - LT Asset,--,--,--,--,326,MRNA
Restricted Cash - LT,12,12,11,11,12,MRNA
Other Long Term Assets,5,3,2,2,34,MRNA
Total Assets,"1,084","1,962","1,589","7,337","24,669",MRNA
Accounts Payable,21,31,7,18,302,MRNA
Accrued Expenses,73,79,71,476,"1,518",MRNA
Notes Payable/ST Debt,0,0,0,0,0,MRNA
Curr. Port. LT Dbt/Cap Ls.,--,--,--,24,165,MRNA
Customer Advances,97,109,63,"3,867","6,253",MRNA
Income Taxes Payable,--,--,--,--,876,MRNA
Other Current Liabilities,1,3,1,3,14,MRNA
"Other Curr. Lblts, Total",98,113,65,"3,871","7,143",MRNA
Total Current Liabilities,191,223,143,"4,389","9,128",MRNA
Total Long Term Debt,16,33,39,110,599,MRNA
Total Debt,16,33,39,134,764,MRNA
"Other Liabilities, Total",252,176,233,277,797,MRNA
Total Liabilities,459,432,415,"4,775","10,524",MRNA
Redeemable Preferred Stock,--,--,0,0,0,MRNA
"Pref. Stock-Non Rdmbl, Net","1,177",0,--,--,--,MRNA
Common Stock,0,0,0,0,0,MRNA
Additional Paid-In Capital,72,"2,538","2,669","4,802","4,211",MRNA
Ret. Earn.(Accum. Deficit),(622),"(1,007)","(1,496)","(2,244)","9,958",MRNA
Unrealized Gain (Loss),--,(1),2,3,--,MRNA
"Other Equity, Total",(1),--,--,--,(24),MRNA
Total Equity,625,"1,530","1,175","2,561","14,145",MRNA
Total Liabilities & Shareholders’ Equity,"1,084","1,962","1,589","7,337","24,669",MRNA
Ttl Comm. Shares Outs.,324,329,337,399,403,MRNA
Trsy. Shrs-Comm. Primary Iss.,0,0,0,0,0,MRNA
