items,Q4 2021,Q1 2022,Q2 2022,Q3 2022,ticker
Net Income,"5,610","1,134","2,397","3,946",HON
Depreciation/Depletion,674,167,328,494,HON
Amortization,549,163,277,411,HON
Deferred Taxes,178,21,120,208,HON
Unusual Items,(225),279,394,388,HON
Other Non-Cash Items,"(1,036)",(282),(334),(428),HON
Non-Cash Items,"(1,261)",(3),60,(40),HON
Accounts Receivable,(8),(285),(904),(660),HON
Inventories,(685),(331),(434),(390),HON
Other Assets,(276),(29),(38),125,HON
Accounts Payable,744,(199),(240),(365),HON
Accrued Expenses,513,(602),(741),(821),HON
Changes in Working Capital,288,"(1,446)","(2,357)","(2,111)",HON
Total Cash from Operations,"6,038",36,825,"2,908",HON
Capital Expenditures,(895),(183),(341),(525),HON
Acquisition of Business,"(1,326)",(176),(178),(178),HON
Sale of Business,203,0,0,0,HON
Sale of Fixed Assets,27,10,11,11,HON
Sale/Maturity of Investment,"2,525",304,646,884,HON
Purchase of Investments,"(2,373)",(223),(470),(834),HON
Other Investing Cash Flow,778,258,746,"1,182",HON
"OtherInvestCashFlowItms,Tot",(166),173,755,"1,065",HON
Total Cash from Investing,"(1,061)",(10),414,540,HON
Financing Cash Flow Items,(81),(17),(21),(45),HON
Total Cash Dividends Paid,"(2,626)",(668),"(1,359)","(2,028)",HON
Sale/Issuance of Common,229,23,75,121,HON
Repurch/Retirement Common,"(3,380)","(1,018)","(2,437)","(2,827)",HON
"Iss (Retirmnt) of Stock,Net","(3,151)",(995),"(2,362)","(2,706)",HON
Short Term Debt Issued,"5,194","1,228","2,924","5,310",HON
Short Term Debt Reduction,"(5,190)","(1,228)","(2,926)","(5,324)",HON
"Short Term Debt, Net",4,0,(2),(14),HON
Long Term Debt Issued,"2,517",1,1,2,HON
Long Term Debt Reduction,"(4,917)",(40),(89),"(1,818)",HON
"Long Term Debt, Net","(2,400)",(39),(88),"(1,816)",HON
"Iss (Retirmnt) of Debt, Net","(2,396)",(39),(90),"(1,830)",HON
Total Cash From Financing,"(8,254)","(1,719)","(3,832)","(6,609)",HON
Foreign Exchange Effects,(39),15,(118),(349),HON
Net Change in Cash,"(3,316)","(1,678)","(2,711)","(3,510)",HON
NetCash-BeginBal/RsvdforFutUse,"14,275","10,959","10,959","10,959",HON
NetCash-EndBal/RsrvforFutUse,"10,959","9,281","8,248","7,449",HON
"Depreciation, Supplemental",674,167,328,494,HON
