items,2017,2018,2019,2020,2021,ticker
Total Revenue,"30,186","30,821","33,754","34,099","34,114",GSK
"Cost of Revenue, Total","9,317","9,572","10,168","10,890","11,427",GSK
"Sell/Gen/AdminExpenses,Tot","9,341","9,408","10,671","10,717","10,225",GSK
Research & Development,"3,862","3,726","4,338","4,603","4,776",GSK
Depreciation/Amortization,45,44,64,76,101,GSK
"Inter/Invest Inc, Operating","2,139","1,839",(128),"1,220","1,073",GSK
Restructuring Charge,"1,056",807,"1,104","1,532",626,GSK
Impair-Assets Held for Use,688,321,752,263,322,GSK
Impair-Assets Held for Sale,30,0,0,--,--,GSK
Other Unusual Expnse (In),(108),(90),195,"(2,602)",(176),GSK
Unusual Expense (Income),"1,666","1,038","2,051",(807),772,GSK
"Other Operat Expse, Total",(365),(292),(371),(383),(425),GSK
Total Operating Expense,"26,005","25,335","26,793","26,316","27,949",GSK
Total Operating Income,"4,181","5,486","6,961","7,783","6,165",GSK
"Inter Expse,Net Non-Operat",(698),(677),(871),(853),(775),GSK
"Inter Income, Non-Operating",61,73,69,29,26,GSK
"Invest Income, Non-Operat",(9),2,94,392,(568),GSK
"Inter/Invest Inc, Non-Oper",52,75,163,421,(542),GSK
OtherNon-OperatInc (Expnse),(10),(84),(32),(383),594,GSK
"Other, Net",(10),(84),(32),(383),594,GSK
Income Before Tax,"3,525","4,800","6,221","6,968","5,442",GSK
Income Tax - Total,278,879,953,580,346,GSK
Income After Tax,"3,247","3,921","5,268","6,388","5,096",GSK
Minority Interest,(637),(423),(623),(639),(711),GSK
Net Inc Before Extra Items,"2,610","3,498","4,645","5,749","4,385",GSK
Total Extraordinary Items,"(1,078)",125,--,--,--,GSK
Total Net Income,"1,532","3,623","4,645","5,749","4,385",GSK
Income Available to Common Excl. Extra. Items,"2,610","3,498","4,645","5,749","4,385",GSK
Income Available to Common Incl. Extra. Items,"1,532","3,623","4,645","5,749","4,385",GSK
Basic/Primary Weighted Average Shares,"3,909","3,931","3,958","3,981","4,002",GSK
Basic/Primary EPS Excl. Extra. Items,0.67,0.89,1.17,1.44,1.10,GSK
Basic/Primary EPS Incl. Extra. Items,0.39,0.92,1.17,1.44,1.10,GSK
Dilution Adjustment,--,--,--,0,--,GSK
Diluted Weighted Average Shares,"3,953","3,977","4,013","4,030","4,052",GSK
Diluted EPS Excl. Extra. Items,0.66,0.88,1.16,1.43,1.08,GSK
Diluted EPS Incl. Extra. Items,0.39,0.91,1.16,1.43,1.08,GSK
Div/Share-ComStockPrimIssue,1.00,1.00,1.00,1.00,--,GSK
Gross Divid - Common Stock,"3,916","3,935","3,966","3,989","4,006",GSK
Pro Forma Net Income,--,--,--,--,--,GSK
"Interest Expense, Suppl",698,677,871,853,775,GSK
"Depreciat/Amort, Suppl",988,954,"1,231","1,214","1,195",GSK
Total Special Items,"2,246","1,531","2,520",(129),"1,105",GSK
Normalzd Income Before Tax,"5,771","6,331","8,741","6,839","6,547",GSK
Efct/SpecItemsIncTxs (STEC),177,781,365,715,"1,069",GSK
IncTxsExcl ImpctofSpec Itms,455,"1,660","1,318","1,295","1,415",GSK
Normalized Income After Tax,"5,316","4,671","7,423","5,544","5,132",GSK
Normalzd Inc Avail to Common,"4,679","4,248","6,800","4,905","4,421",GSK
Basic Normalized EPS,1.20,1.08,1.72,1.23,1.10,GSK
Diluted Normalized EPS,1.18,1.07,1.69,1.22,1.09,GSK
