items,2017,2018,2019,2020,2021,ticker
Total Revenue,"15,454","15,544","15,693","16,471","17,421",CL
"Cost of Revenue, Total","6,099","6,282","6,360","6,454","7,046",CL
"Sell/Gen/AdminExpenses,Tot","5,314","5,356","5,515","6,019","6,407",CL
Depreciation/Amortization,35,59,62,88,89,CL
"Inter/Invest Inc, Operating",(11),(10),(9),(12),(12),CL
Restructuring Charge,333,161,132,(13),0,CL
Litigation,0,0,--,--,--,CL
Impair-Assets Held for Use,--,--,--,--,571,CL
Impair-Assets Held for Sale,--,--,51,0,10,CL
Other Unusual Expnse (In),--,--,(9),2,(26),CL
Unusual Expense (Income),333,161,174,(11),555,CL
Loss(Gain)/Sale Asts (Oper),0,0,--,--,--,CL
"Other, Net",(3),11,44,48,4,CL
"Other Operat Expse, Total",(3),11,44,48,4,CL
Total Operating Expense,"11,767","11,859","12,146","12,586","14,089",CL
Total Operating Income,"3,687","3,685","3,547","3,885","3,332",CL
"Inter Expse, Non-Operating",(156),(195),(193),(184),(195),CL
"Inter Capital, Non-Operat",3,2,1,1,3,CL
"Inter Expse,Net Non-Operat",(153),(193),(192),(183),(192),CL
"Inter Income, Non-Operating",51,50,47,19,17,CL
"Invest Income, Non-Operat",--,--,0,--,--,CL
"Inter/Invest Inc, Non-Oper",51,50,47,19,17,CL
OtherNon-OperatInc (Expnse),(98),(78),(101),(74),(70),CL
"Other, Net",(98),(78),(101),(74),(70),CL
Income Before Tax,"3,487","3,464","3,301","3,647","3,087",CL
Income Tax - Total,"1,038",826,774,787,749,CL
Income After Tax,"2,449","2,638","2,527","2,860","2,338",CL
Minority Interest,(150),(158),(160),(165),(172),CL
Net Inc Before Extra Items,"2,299","2,480","2,367","2,695","2,166",CL
Total Extraordinary Items,(275),(80),--,--,--,CL
Total Net Income,"2,024","2,400","2,367","2,695","2,166",CL
Income Available to Common Excl. Extra. Items,"2,299","2,480","2,367","2,695","2,166",CL
Income Available to Common Incl. Extra. Items,"2,024","2,400","2,367","2,695","2,166",CL
Basic/Primary Weighted Average Shares,882,871,859,857,845,CL
Basic/Primary EPS Excl. Extra. Items,2.61,2.85,2.76,3.15,2.56,CL
Basic/Primary EPS Incl. Extra. Items,2.30,2.76,2.76,3.15,2.56,CL
Diluted Weighted Average Shares,888,873,861,859,848,CL
Diluted EPS Excl. Extra. Items,2.59,2.84,2.75,3.14,2.55,CL
Diluted EPS Incl. Extra. Items,2.28,2.75,2.75,3.14,2.55,CL
Div/Share-ComStockPrimIssue,1.59,1.66,1.71,1.75,1.79,CL
Gross Divid - Common Stock,"1,405","1,448","1,472","1,502","1,515",CL
Pro Forma Net Income,--,--,--,--,--,CL
"Interest Expense, Suppl",153,193,192,183,192,CL
"Interest Capitalized, Suppl",(3),(2),(1),(1),(3),CL
"Depreciat/Amort, Suppl",440,452,457,451,467,CL
Total Special Items,333,161,174,18,630,CL
Normalzd Income Before Tax,"3,820","3,625","3,475","3,665","3,717",CL
Efct/SpecItemsIncTxs (STEC),99,38,41,4,153,CL
IncTxsExcl ImpctofSpec Itms,"1,137",864,815,791,902,CL
Normalized Income After Tax,"2,683","2,761","2,660","2,874","2,815",CL
Normalzd Inc Avail to Common,"2,533","2,603","2,500","2,709","2,643",CL
Basic Normalized EPS,2.87,2.99,2.91,3.16,3.13,CL
Diluted Normalized EPS,2.85,2.98,2.90,3.15,3.12,CL
