items,Q4 2021,Q1 2022,Q2 2022,Q3 2022,ticker
Interest & Fees on Loans,"8,924","8,716","9,495","10,783",C
Inter & Divs/ Invest Securs,"1,933","2,050","2,370","2,993",C
Fed. Fund/Resale,289,394,805,"2,176",C
Interest on Deposits,159,296,658,"1,218",C
Other Interest Income,249,549,643,760,C
Trading Account Interest,"1,274","1,146","1,659","1,989",C
"Interest Income, Bank","12,828","13,151","15,630","19,919",C
Interest on Deposit,--,871,"1,420","3,270",C
Inter on Other Borrowings,"1,019","1,127","1,591","2,835",C
Fed Funds Sold/Secs Sold under Repurch Agrmnt,78,282,655,"1,251",C
Total Interest Expense,"1,097","2,280","3,666","7,356",C
Net Interest Income,"11,731","10,871","11,964","12,563",C
Loan Loss Provision,(308),260,"1,382","1,323",C
NetInterIn after Loan Loss Provision,"12,039","10,611","10,582","11,240",C
Fees & Commish from Operat,"4,034","3,495","3,413","3,011",C
Insur Commish Fees& Premium,127,114,112,113,C
Credit Card Fees,21,(75),(50),(70),C
Dealer Trading Acct Profit,"1,704","4,590","4,525","2,625",C
Invest Securities Gains,10,80,(58),52,C
Foreign Currency Gains,--,(77),(4),(33),C
Other Unusual Income,(114),(90),(96),(91),C
Other Revenue,418,278,(170),333,C
"Non-Interest Income, Bank","6,200","8,315","7,672","5,940",C
Labor & Related Expenses,"(7,093)","(6,820)","(6,472)","(6,745)",C
Other Expense,"(7,196)","(6,840)","(5,811)","(6,041)",C
"Non-Interest Expense, Bank","(14,289)","(13,660)","(12,283)","(12,786)",C
Income Before Tax,"3,950","5,266","5,971","4,394",C
Income Tax - Total,771,941,"1,182",879,C
Income After Tax,"3,179","4,325","4,789","3,515",C
Minority Interest,(6),(17),(21),(30),C
Net Inc Before Extra Items,"3,173","4,308","4,768","3,485",C
Discontinued Operations,0,(2),(262),(6),C
Tax on Extraordinary Items,0,--,41,0,C
Total Extraordinary Items,0,(2),(221),(6),C
Total Net Income,"3,173","4,306","4,547","3,479",C
Preferred Dividends,(229),(279),(238),(277),C
Misc Earnings Adjustment,(20),(25),(35),(28),C
Total Adjust to Net Income,(249),(304),(273),(305),C
Income Available to Common Excl. Extra. Items,"2,924","4,004","4,495","3,180",C
Income Available to Common Incl. Extra. Items,"2,924","4,002","4,274","3,174",C
Basic/Primary Weighted Average Shares,"1,984","1,972","1,942","1,937",C
Basic/Primary EPS Excl. Extra. Items,1.47,2.03,2.32,1.64,C
Basic/Primary EPS Incl. Extra. Items,1.47,2.03,2.20,1.64,C
Dilution Adjustment,8,8,11,11,C
Diluted Weighted Average Shares,"2,002","1,988","1,958","1,955",C
Diluted EPS Excl. Extra. Items,1.46,2.02,2.30,1.63,C
Diluted EPS Incl. Extra. Items,1.46,2.02,2.19,1.63,C
Div/Share-ComStockPrimIssue,0.51,0.51,0.51,0.51,C
Gross Divid - Common Stock,"1,020","1,014","1,010","1,001",C
Pro Forma Net Income,--,--,--,--,C
"Depreciat/Amort, Suppl",985,"1,015","1,074","1,065",C
Total Special Items,114,625,96,91,C
Normalzd Income Before Tax,"4,064","5,891","6,067","4,485",C
Efct/SpecItemsIncTxs (STEC),22,112,19,18,C
IncTxsExcl ImpctofSpec Itms,793,"1,053","1,201",897,C
Normalized Income After Tax,"3,271","4,838","4,866","3,588",C
Normalzd Inc Avail to Common,"3,016","4,517","4,572","3,253",C
Basic Normalized EPS,1.52,2.29,2.35,1.68,C
Diluted Normalized EPS,1.51,2.28,2.34,1.67,C
