items,2017,2018,2019,2020,2021,ticker
Cash and Short Term Invs,6,3,1,1,0,AM
"Trade Accts Recvble, Net",0,--,106,75,82,AM
Other Receivables,--,--,--,17,1,AM
"Total Receivables, Net",0,--,106,92,83,AM
Prepaid Expenses,--,0,2,--,--,AM
"Other Curr. Assets, Total",--,--,--,1,1,AM
Total Current Assets,6,3,109,94,84,AM
Land/Improvements,--,--,24,24,23,AM
Machinery/Equipment,--,--,7,6,5,AM
Construction in Progress,--,--,300,140,174,AM
Other Prop./Plant/Equip.,--,--,"3,031","3,243","3,458",AM
Prop./Plant/Equip. - Gross,--,--,"3,361","3,412","3,661",AM
Accumulated Depreciation,--,--,(88),(158),(266),AM
Prop./Plant/Equip. - Net,--,--,"3,273","3,254","3,395",AM
"Goodwill, Gross",--,--,916,--,--,AM
Accum. Goodwill Amort.,--,--,(340),--,--,AM
"Goodwill, Net",--,--,575,--,--,AM
Intangibles - Gross,--,--,--,"1,498","1,427",AM
Accum. Intangible Amort.,--,--,--,(71),(71),AM
Intangibles - Net,--,--,"1,498","1,427","1,357",AM
LT Invt. - Affiliate Comp.,--,--,--,722,696,AM
LT Investments - Other,24,43,710,--,--,AM
Long Term Investments,24,43,710,722,696,AM
Other Long Term Assets,--,--,14,10,13,AM
Total Assets,30,48,"6,283","5,611","5,544",AM
Accounts Payable,--,1,10,13,29,AM
Accrued Expenses,0,0,104,75,81,AM
Notes Payable/ST Debt,0,0,0,0,0,AM
Income Taxes Payable,14,16,0,--,--,AM
Other Current Liabilities,--,--,128,6,5,AM
"Other Curr. Lblts, Total",14,16,128,6,5,AM
Total Current Liabilities,14,17,242,94,114,AM
Total Long Term Debt,0,0,"2,892","3,092","3,123",AM
Total Debt,0,0,"2,892","3,092","3,123",AM
Deferred Income Tax,--,--,--,--,14,AM
"Other Liabilities, Total",--,--,5,7,7,AM
Total Liabilities,14,17,"3,139","3,193","3,257",AM
Common Stock,16,31,5,5,5,AM
Additional Paid-In Capital,--,--,"3,480","2,878","2,414",AM
Ret. Earn.(Accum. Deficit),--,--,(342),(464),(132),AM
Total Equity,16,31,"3,143","2,418","2,287",AM
Total Liabilities & Shareholders’ Equity,30,48,"6,283","5,611","5,544",AM
Ttl Comm. Shares Outs.,186,186,484,477,477,AM
Trsy. Shrs-Comm. Primary Iss.,0,0,0,0,0,AM
