items,Q4 2021,Q1 2022,Q2 2022,Q3 2022,ticker
Total Revenue,"1,392","1,173","1,241","1,140",GRMN
"Cost of Revenue, Total",619,510,512,470,GRMN
Selling/Gen/Admin Expense,174,191,191,190,GRMN
Advertising Expense,61,34,43,33,GRMN
"Sell/Gen/AdminExpenses,Tot",235,225,235,222,GRMN
Research & Development,222,209,202,209,GRMN
Total Operating Expense,"1,076",944,948,901,GRMN
Total Operating Income,315,229,293,239,GRMN
"Inter Income, Non-Operating",7,8,8,10,GRMN
"Invest Income, Non-Operat",(15),(4),(22),(30),GRMN
"Inter/Invest Inc, Non-Oper",(8),4,(14),(19),GRMN
OtherNon-OperatInc (Expnse),1,3,0,0,GRMN
"Other, Net",1,3,0,0,GRMN
Income Before Tax,309,236,279,220,GRMN
Income Tax - Total,23,24,21,9,GRMN
Income After Tax,286,212,258,211,GRMN
Net Inc Before Extra Items,286,212,258,211,GRMN
Total Net Income,286,212,258,211,GRMN
Income Available to Common Excl. Extra. Items,286,212,258,211,GRMN
Income Available to Common Incl. Extra. Items,286,212,258,211,GRMN
Basic/Primary Weighted Average Shares,192,193,193,193,GRMN
Basic/Primary EPS Excl. Extra. Items,1.49,1.10,1.34,1.09,GRMN
Basic/Primary EPS Incl. Extra. Items,1.49,1.10,1.34,1.09,GRMN
Diluted Weighted Average Shares,193,194,193,193,GRMN
Diluted EPS Excl. Extra. Items,1.48,1.09,1.33,1.09,GRMN
Diluted EPS Incl. Extra. Items,1.48,1.09,1.33,1.09,GRMN
Div/Share-ComStockPrimIssue,0.67,0.67,2.92,0.00,GRMN
Gross Divid - Common Stock,0,0,564,0,GRMN
Pro Forma Net Income,--,--,--,--,GRMN
"Depreciat/Amort, Suppl",28,29,30,29,GRMN
Normalzd Income Before Tax,309,236,279,220,GRMN
IncTxsExcl ImpctofSpec Itms,23,24,21,9,GRMN
Normalized Income After Tax,286,212,258,211,GRMN
Normalzd Inc Avail to Common,286,212,258,211,GRMN
Basic Normalized EPS,1.49,1.10,1.34,1.09,GRMN
Diluted Normalized EPS,1.48,1.09,1.33,1.09,GRMN
