items,Q4 2021,Q1 2022,Q2 2022,Q3 2022,ticker
Cash,205,223,258,175,HIG
Prop./Plant/Equip. - Net,"1,027",995,970,941,HIG
"Goodwill, Net","1,911","1,911","1,911","1,911",HIG
Intangibles - Net,858,835,813,796,HIG
LT Invt. - Affiliate Comp.,"3,353","3,659","3,856","4,108",HIG
LT Investments - Other,"54,396","52,292","48,536","46,553",HIG
Long Term Investments,"57,749","55,951","52,392","50,661",HIG
Insurance Receivables,"4,445","4,787","4,996","4,990",HIG
Def. Inc. Tax - LT Asset,270,706,"1,191","1,507",HIG
Disct. Ops. - LT Asset,0,--,--,--,HIG
Restricted Cash - LT,132,83,90,110,HIG
Def. Policy Acq. Costs,881,941,975,"1,008",HIG
Reinsurance - Asset,"6,523","6,626","6,726","6,644",HIG
Other Assets,"2,577","2,194","2,080","3,058",HIG
"Other Assets, Total","9,100","8,820","8,806","9,702",HIG
Total Assets,"76,578","75,252","72,402","71,801",HIG
Accrued Expenses,184,--,--,--,HIG
Policy Liabilities,"39,659","39,759","40,032","40,601",HIG
Insurance Reserves,596,582,576,567,HIG
Unearned Prem. Or Rev.,"7,194","7,550","7,838","7,934",HIG
Other Policyholders’ Funds,687,677,664,659,HIG
Policy Liabilities,"48,136","48,568","49,110","49,761",HIG
Notes Payable/ST Debt,0,0,0,0,HIG
Curr. Port. LT Dbt/Cap Ls.,--,591,--,--,HIG
Total Long Term Debt,"4,944","4,354","4,355","4,356",HIG
Total Debt,"4,944","4,945","4,355","4,356",HIG
Discont. Ops. - Lblts,0,--,--,--,HIG
Other Liabilities,"5,471","5,842","4,711","4,729",HIG
"Other Liabilities, Total","5,471","5,842","4,711","4,729",HIG
Total Liabilities,"58,735","59,355","58,176","58,846",HIG
"Pref. Stock-Non Rdmbl, Net",334,334,334,334,HIG
Common Stock,4,4,4,4,HIG
Additional Paid-In Capital,"3,309","3,249","3,264","3,277",HIG
Ret. Earn.(Accum. Deficit),"15,764","16,077","16,388","16,598",HIG
Treasury Stock - Common,"(1,740)","(2,068)","(2,502)","(2,844)",HIG
Unrealized Gain (Loss),"1,616",(266),"(1,858)","(3,038)",HIG
Cum. Trans. Adjustment,41,41,33,14,HIG
Min. Pension Lblty Adj.,"(1,489)","(1,477)","(1,465)","(1,452)",HIG
Other Comprehensive Income,4,3,28,62,HIG
"Other Equity, Total","(1,444)","(1,433)","(1,404)","(1,376)",HIG
Total Equity,"17,843","15,897","14,226","12,955",HIG
Total Liabilities & Shareholders’ Equity,"76,578","75,252","72,402","71,801",HIG
Ttl Comm. Shares Outs.,335,331,325,320,HIG
Trsy. Shrs-Comm. Primary Iss.,32,36,42,47,HIG
Trsry Shrs-Pref. Iss. 1,0,0,0,0,HIG
