items,Q4 2021,Q1 2022,Q2 2022,Q3 2022,ticker
Cash & Equivalents,"2,041","1,251","1,182","1,430",AIZ
Prop./Plant/Equip. - Net,561,585,609,618,AIZ
"Goodwill, Net","2,572","2,569","2,558","2,547",AIZ
Intangibles - Net,719,695,676,631,AIZ
Long Term Investments,"8,672","8,219","7,608","7,516",AIZ
Insurance Receivables,"1,943","2,268","2,377","2,289",AIZ
Def. Policy Acq. Costs,"8,811","9,025","9,359","9,578",AIZ
Accrued Investment Income,62,89,94,85,AIZ
Reinsurance - Asset,"6,181","6,068","6,095","7,562",AIZ
Separate Accounts - Assets,--,11,--,--,AIZ
Other Assets,"1,282","1,191","1,171",990,AIZ
"Other Assets, Total","7,526","7,359","7,360","8,637",AIZ
Total Assets,"33,921","33,023","31,729","33,246",AIZ
Accounts Payable,"3,044","2,693","2,520","2,467",AIZ
Policy Liabilities,413,408,402,407,AIZ
Unearned Prem. Or Rev.,"18,624","18,703","19,220","19,555",AIZ
Sep. Accounts - Liability,--,11,--,--,AIZ
Reinsurance - Liability,810,781,809,895,AIZ
Policy Liabilities,"19,847","19,903","20,430","20,857",AIZ
Notes Payable/ST Debt,0,0,0,0,AIZ
"Other Curr. Lblts, Total","2,298","2,165","2,191","3,693",AIZ
Total Long Term Debt,"2,203","2,203","2,129","2,129",AIZ
Total Debt,"2,203","2,203","2,129","2,129",AIZ
"Other Liabilities, Total","1,065","1,037",0,0,AIZ
Total Liabilities,"28,457","28,002","27,269","29,147",AIZ
Common Stock,1,1,1,1,AIZ
Additional Paid-In Capital,"1,695","1,652","1,630","1,627",AIZ
Ret. Earn.(Accum. Deficit),"4,041","3,977","3,774","3,679",AIZ
Treasury Stock - Common,(123),(123),(123),(123),AIZ
Unrealized Gain (Loss),269,(66),(359),(569),AIZ
Cum. Trans. Adjustment,(327),(326),(368),(419),AIZ
Min. Pension Lblty Adj.,(92),(93),(96),(97),AIZ
"Other Equity, Total",(419),(419),(463),(516),AIZ
Total Equity,"5,464","5,021","4,460","4,099",AIZ
Total Liabilities & Shareholders’ Equity,"33,921","33,023","31,729","33,246",AIZ
Ttl Comm. Shares Outs.,56,55,53,53,AIZ
Trsy. Shrs-Comm. Primary Iss.,2,2,2,2,AIZ
