items,2017,2018,2019,2020,2021,ticker
Total Revenue,"26,107","22,127","22,449","24,689","27,305",GILD
"Cost of Revenue, Total","4,371","4,853","4,675","4,572","6,601",GILD
Selling/Gen/Admin Expense,"2,837","3,064","3,298","3,851","4,203",GILD
Labor & Related Expense,393,405,299,505,308,GILD
Advertising Expense,600,587,784,795,735,GILD
"Sell/Gen/AdminExpenses,Tot","3,830","4,056","4,381","5,151","5,246",GILD
Research & Development,"3,512","4,846","8,934","10,895","5,540",GILD
Unusual Expense (Income),270,172,172,--,--,GILD
Total Operating Expense,"11,983","13,927","18,162","20,618","17,387",GILD
Total Operating Income,"14,124","8,200","4,287","4,071","9,918",GILD
"Inter Expse,Net Non-Operat","(1,118)","(1,077)",(995),(984),"(1,001)",GILD
"Inter/Invest Inc, Non-Oper",(72),113,"1,222","(1,700)",(610),GILD
OtherNon-OperatInc (Expnse),595,563,646,282,(29),GILD
"Other, Net",595,563,646,282,(29),GILD
Income Before Tax,"13,529","7,799","5,160","1,669","8,278",GILD
Income Tax - Total,"3,393","2,335",(204),"1,580","2,077",GILD
Income After Tax,"10,136","5,464","5,364",89,"6,201",GILD
Minority Interest,(16),(5),22,34,24,GILD
Net Inc Before Extra Items,"10,120","5,459","5,386",123,"6,225",GILD
Total Extraordinary Items,"(5,492)",(4),--,--,--,GILD
Total Net Income,"4,628","5,455","5,386",123,"6,225",GILD
Income Available to Common Excl. Extra. Items,"10,120","5,459","5,386",123,"6,225",GILD
Income Available to Common Incl. Extra. Items,"4,628","5,455","5,386",123,"6,225",GILD
Basic/Primary Weighted Average Shares,"1,307","1,298","1,270","1,257","1,256",GILD
Basic/Primary EPS Excl. Extra. Items,7.74,4.21,4.24,0.10,4.96,GILD
Basic/Primary EPS Incl. Extra. Items,3.54,4.20,4.24,0.10,4.96,GILD
Diluted Weighted Average Shares,"1,319","1,308","1,277","1,263","1,262",GILD
Diluted EPS Excl. Extra. Items,7.67,4.17,4.22,0.10,4.93,GILD
Diluted EPS Incl. Extra. Items,3.51,4.17,4.22,0.10,4.93,GILD
Div/Share-ComStockPrimIssue,2.08,2.28,2.52,2.72,2.84,GILD
Gross Divid - Common Stock,"2,742","2,986","3,239","3,464","3,618",GILD
Pro Forma Net Income,--,--,--,--,--,GILD
"Interest Expense, Suppl","1,118","1,077",995,984,"1,001",GILD
"Depreciat/Amort, Suppl",233,226,255,288,329,GILD
Total Special Items,270,172,172,--,--,GILD
Normalzd Income Before Tax,"13,799","7,971","5,332","1,669","8,278",GILD
Efct/SpecItemsIncTxs (STEC),68,51,60,--,--,GILD
IncTxsExcl ImpctofSpec Itms,"3,461","2,386",(144),"1,580","2,077",GILD
Normalized Income After Tax,"10,338","5,585","5,476",89,"6,201",GILD
Normalzd Inc Avail to Common,"10,322","5,580","5,498",123,"6,225",GILD
Basic Normalized EPS,7.90,4.30,4.33,0.10,4.96,GILD
Diluted Normalized EPS,7.83,4.27,4.31,0.10,4.93,GILD
