items,Q4 2022,Q1 2023,Q2 2023,Q3 2023,ticker
Cash & Equivalents,"5,464","6,859","6,931","6,076",CRM
Short Term Investments,"5,073","6,644","6,602","5,842",CRM
Cash and Short Term Invs,"10,537","13,503","13,533","11,918",CRM
"Total Receivables, Net","11,193","5,430","6,276","5,824",CRM
Prepaid Expenses,"1,120","1,478","1,437","1,467",CRM
Total Current Assets,"22,850","20,411","21,246","19,209",CRM
Prop./Plant/Equip. - Net,"5,695","5,781","6,102","6,418",CRM
"Goodwill, Net","47,937","48,319","48,568","48,555",CRM
Intangibles - Gross,"12,973","13,066","13,071","13,071",CRM
Accum. Intangible Amort.,"(3,995)","(4,507)","(4,999)","(5,473)",CRM
Intangibles - Net,"8,978","8,559","8,072","7,598",CRM
Long Term Investments,"4,784","4,936","5,124","5,124",CRM
Note Rcvble - Long Term,"2,342","2,323","2,367","2,301",CRM
Other Long Term Assets,"2,623","2,693","2,669","2,679",CRM
Total Assets,"95,209","93,022","94,148","91,884",CRM
Payable/Accrued,"5,474","4,603","5,446","5,285",CRM
Accrued Expenses,686,658,626,567,CRM
Notes Payable/ST Debt,0,0,0,0,CRM
Curr. Port. LT Dbt/Cap Ls.,--,"1,002","1,183","1,182",CRM
"Other Curr. Lblts, Total","15,628","13,636","12,825","11,193",CRM
Total Current Liabilities,"21,788","19,899","20,080","18,227",CRM
Total Long Term Debt,"10,592","9,595","9,416","9,418",CRM
Total Debt,"10,592","10,597","10,599","10,600",CRM
"Other Liabilities, Total","4,698","4,652","4,554","4,888",CRM
Total Liabilities,"37,078","34,146","34,050","32,533",CRM
"Pref. Stock-Non Rdmbl, Net",0,--,--,--,CRM
Common Stock,1,1,1,1,CRM
Additional Paid-In Capital,"50,919","51,780","52,979","53,891",CRM
Ret. Earn.(Accum. Deficit),"7,377","7,405","7,473","7,683",CRM
Treasury Stock - Common,--,--,--,"(1,743)",CRM
"Other Equity, Total",(166),(310),(355),(481),CRM
Total Equity,"58,131","58,876","60,098","59,351",CRM
Total Liabilities & Shareholders’ Equity,"95,209","93,022","94,148","91,884",CRM
Ttl Comm. Shares Outs.,989,994,999,"1,002",CRM
Trsy. Shrs-Comm. Primary Iss.,0,0,0,11,CRM
