items,2018,2019,2020,2021,2022,ticker
Net Income,"2,591","2,951","5,260","4,822","4,756",ADBE
Depreciation/Depletion,346,737,757,788,856,ADBE
Deferred Taxes,(469),3,"(1,501)",183,--,ADBE
Unusual Items,1,(48),(11),(4),29,ADBE
Other Non-Cash Items,617,802,"1,036","1,149","1,861",ADBE
Non-Cash Items,618,754,"1,025","1,145","1,890",ADBE
"Cash Taxes Pd, Supplemental",210,352,469,843,--,ADBE
"Cash Interest Pd, Suppl",81,152,88,100,--,ADBE
Accounts Receivable,(2),(188),106,(430),--,ADBE
Prepaid Expenses,(77),(531),(288),(475),--,ADBE
Accounts Payable,55,23,96,(20),--,ADBE
Accrued Expenses,44,172,86,162,--,ADBE
Changes in Working Capital,943,(23),186,292,336,ADBE
Total Cash from Operations,"4,029","4,422","5,727","7,230","7,838",ADBE
Capital Expenditures,(267),(394),(419),(348),(442),ADBE
Acquisition of Business,"(6,314)",(101),0,"(2,682)",(126),ADBE
Sale/Maturity of Investment,"2,480",788,"1,091","1,068",--,ADBE
"Investment, Net",--,--,--,--,44,ADBE
Purchase of Investments,(585),(749),"(1,086)","(1,575)",(46),ADBE
"OtherInvestCashFlowItms,Tot","(4,419)",(61),5,"(3,189)",(128),ADBE
Total Cash from Investing,"(4,685)",(456),(414),"(3,537)",(570),ADBE
Financing Cash Flow Items,(393),(429),(702),(642),(378),ADBE
Sale/Issuance of Common,191,233,270,291,103,ADBE
Repurch/Retirement Common,"(2,050)","(2,750)","(3,050)","(3,950)","(6,550)",ADBE
"Iss (Retirmnt) of Stock,Net","(1,859)","(2,517)","(2,780)","(3,659)","(6,447)",ADBE
Long Term Debt Issued,"2,248",0,"3,144",0,--,ADBE
Long Term Debt Reduction,(2),--,"(3,150)",0,--,ADBE
"Iss (Retirmnt) of Debt, Net","2,247",0,(6),0,--,ADBE
Total Cash From Financing,(6),"(2,946)","(3,488)","(4,301)","(6,825)",ADBE
Foreign Exchange Effects,(2),(13),3,(26),(51),ADBE
Net Change in Cash,(663),"1,007","1,828",(634),392,ADBE
NetCash-BeginBal/RsvdforFutUse,"2,306","1,643","2,650","4,478","3,844",ADBE
NetCash-EndBal/RsrvforFutUse,"1,643","2,650","4,478","3,844","4,236",ADBE
"Depreciation, Supplemental",346,737,757,788,856,ADBE
