items,2017,2018,2019,2020,2021,ticker
Net Sales,"11,502",--,--,--,--,PFE
Gross Revenue,"54,123","48,725","50,051","50,853","92,344",PFE
Sales Returns & Allowances,"(13,079)","(7,900)","(8,879)","(9,202)","(11,056)",PFE
Total Revenue,"52,546","40,825","41,172","41,651","81,288",PFE
"Cost of Revenue, Total","10,838","8,872","8,043","8,405","30,688",PFE
Selling/Gen/Admin Expense,"14,784","9,719","10,085","9,602","10,256",PFE
Advertising Expense,--,"2,700","2,400","1,800","2,000",PFE
"Sell/Gen/AdminExpenses,Tot","14,784","12,419","12,485","11,402","12,256",PFE
Research & Development,"7,657","7,713","7,731","9,340","11,582",PFE
Depreciation/Amortization,"4,758","4,736","4,462","3,348","3,700",PFE
Restructuring Charge,69,759,418,535,741,PFE
Litigation,311,147,592,28,182,PFE
Impair-Assets Held for Use,395,"3,115","2,843","1,691",86,PFE
Other Unusual Expnse (In),"1,819",654,"(6,767)",365,"2,888",PFE
Unusual Expense (Income),"2,594","4,675","(2,914)","2,619","3,897",PFE
"Other Operat Expse, Total","(1,074)","(1,652)",(966),"(1,275)","(4,487)",PFE
Total Operating Expense,"39,557","36,763","28,841","33,839","57,636",PFE
Total Operating Income,"12,989","4,062","12,331","7,812","23,652",PFE
"Inter Expse, Non-Operating","(1,342)","(1,389)","(1,661)","(1,545)","(1,399)",PFE
"Inter Capital, Non-Operat",72,73,88,96,108,PFE
"Inter Expse,Net Non-Operat","(1,270)","(1,316)","(1,573)","(1,449)","(1,291)",PFE
"Inter Income, Non-Operating",391,333,225,73,36,PFE
"Invest Income, Non-Operat",(93),445,471,838,"1,815",PFE
"Inter/Invest Inc, Non-Oper",298,778,696,911,"1,851",PFE
Gain(Loss)on Sale of Assets,288,71,32,(237),99,PFE
"Other, Net",--,(1),(1),(1),--,PFE
Income Before Tax,"12,305","3,594","11,485","7,036","24,311",PFE
Income Tax - Total,351,330,940,370,"1,852",PFE
Income After Tax,"11,954","3,264","10,545","6,666","22,459",PFE
Minority Interest,(47),(36),(29),(36),(45),PFE
Net Inc Before Extra Items,"11,907","3,228","10,516","6,630","22,414",PFE
Discontinued Operations,2,"8,301","6,201","2,878",(585),PFE
Extraordinary Item,"9,400",596,322,--,--,PFE
Tax on Extraordinary Items,--,(973),(766),(349),151,PFE
Total Extraordinary Items,"9,402","7,924","5,757","2,529",(434),PFE
Total Net Income,"21,309","11,152","16,273","9,159","21,980",PFE
Preferred Dividends,(1),(1),(1),0,0,PFE
Misc Earnings Adjustment,(1),1,--,--,(1),PFE
Total Adjust to Net Income,(2),0,(1),0,(1),PFE
Income Available to Common Excl. Extra. Items,"11,905","3,228","10,515","6,630","22,413",PFE
Income Available to Common Incl. Extra. Items,"21,307","11,152","16,272","9,159","21,979",PFE
Basic/Primary Weighted Average Shares,"5,970","5,872","5,569","5,555","5,601",PFE
Basic/Primary EPS Excl. Extra. Items,1.99,0.55,1.89,1.19,4.00,PFE
Basic/Primary EPS Incl. Extra. Items,3.57,1.90,2.92,1.65,3.92,PFE
Diluted Weighted Average Shares,"6,058","5,977","5,675","5,632","5,708",PFE
Diluted EPS Excl. Extra. Items,1.97,0.54,1.85,1.18,3.93,PFE
Diluted EPS Incl. Extra. Items,3.52,1.87,2.87,1.63,3.85,PFE
Div/Share-ComStockPrimIssue,1.28,1.36,1.44,1.52,1.56,PFE
Gross Divid - Common Stock,"7,789","8,060","8,174","8,571","8,816",PFE
Pro Forma Net Income,--,--,--,--,--,PFE
"Interest Expense, Suppl","1,270","1,316","1,573","1,449","1,291",PFE
"Interest Capitalized, Suppl",(72),(73),(88),(96),(108),PFE
"Depreciat/Amort, Suppl","1,511","1,648","1,548","1,429","1,491",PFE
Total Special Items,"2,306","4,604","(2,946)","2,856","3,798",PFE
Normalzd Income Before Tax,"14,611","8,198","8,539","9,892","28,109",PFE
Efct/SpecItemsIncTxs (STEC),173,"1,563",598,"1,299","2,848",PFE
IncTxsExcl ImpctofSpec Itms,524,"1,893","1,538","1,669","4,700",PFE
Normalized Income After Tax,"14,087","6,305","7,001","8,223","23,409",PFE
Normalzd Inc Avail to Common,"14,038","6,269","6,971","8,187","23,363",PFE
Basic Normalized EPS,2.35,1.07,1.25,1.47,4.17,PFE
Diluted Normalized EPS,2.32,1.05,1.23,1.45,4.09,PFE
