items,Q4 2021,Q1 2022,Q2 2022,Q3 2022,ticker
Net Income,"5,743",733,"2,125","(1,071)",IBM
Depreciation/Depletion,"3,888",631,"1,251","1,837",IBM
Amortization,"2,529",625,"1,251","1,828",IBM
Deferred Taxes,"(2,001)",--,--,--,IBM
Unusual Items,(307),(51),(100),(60),IBM
Other Non-Cash Items,982,234,488,"6,633",IBM
Non-Cash Items,675,183,388,"6,573",IBM
Changes in Working Capital,"1,962","1,077",(446),"(2,697)",IBM
Total Cash from Operations,"12,796","3,249","4,569","6,470",IBM
Purchase of Fixed Assets,"(2,062)",(281),(620),(937),IBM
Software Development Costs,(706),(169),(341),(479),IBM
Capital Expenditures,"(2,768)",(450),(961),"(1,416)",IBM
Acquisition of Business,"(3,293)",(698),(958),"(1,020)",IBM
Sale of Business,114,61,"1,268","1,271",IBM
Sale of Fixed Assets,387,72,90,98,IBM
Sale/Maturity of Investment,"3,147",682,"1,711","2,655",IBM
Purchase of Investments,"(3,561)","(1,025)","(2,336)","(4,474)",IBM
Other Investing Cash Flow,(1),0,0,3,IBM
"OtherInvestCashFlowItms,Tot","(3,207)",(908),(225),"(1,467)",IBM
Total Cash from Investing,"(5,975)","(1,358)","(1,186)","(2,883)",IBM
Financing Cash Flow Items,949,(15),25,105,IBM
Total Cash Dividends Paid,"(5,869)","(1,475)","(2,963)","(4,454)",IBM
"Iss (Retirmnt) of Stock,Net",(319),(80),(315),(329),IBM
"Short Term Debt, Net",(40),(8),(9),221,IBM
Total Debt Issued,522,"4,084","4,402","7,797",IBM
Total Debt Reduction,"(8,597)","(1,129)","(3,959)","(5,446)",IBM
"Iss (Retirmnt) of Debt, Net","(8,115)","2,947",434,"2,572",IBM
Total Cash From Financing,"(13,354)","1,377","(2,819)","(2,106)",IBM
Foreign Exchange Effects,(185),(5),(267),(463),IBM
Net Change in Cash,"(6,718)","3,263",297,"1,018",IBM
NetCash-BeginBal/RsvdforFutUse,"13,675","6,957","6,957","6,957",IBM
NetCash-EndBal/RsrvforFutUse,"6,957","10,219","7,254","7,975",IBM
"Depreciation, Supplemental","3,888",631,"1,251","1,837",IBM
