items,2017,2018,2019,2020,2021,ticker
Gross Premiums Written,"5,184","5,400","5,880","6,270","6,813",CINF
Other Insurance Revenue,25,25,36,29,30,CINF
Reinsurance - Income,(230),(230),(276),(290),(331),CINF
Total Premiums Earned,"4,979","5,195","5,640","6,009","6,512",CINF
Net Investment Income,605,614,634,662,709,CINF
Realized Gains (Losses),148,(402),"1,650",865,"2,409",CINF
Total Revenue,"5,732","5,407","7,924","7,536","9,630",CINF
"Losses, Benies & Adjusts","3,390","3,490","3,638","4,134","3,936",CINF
Underwriting & Commissions,"1,546","1,597","1,738","1,829","1,951",CINF
"Losses,Benies& Adjmts,Total","4,936","5,087","5,376","5,963","5,887",CINF
"Other Operat Expse, Total",13,16,23,20,20,CINF
Total Operating Expense,"4,949","5,103","5,399","5,983","5,907",CINF
Total Operating Income,783,304,"2,525","1,553","3,723",CINF
"Inter Expse,Net Non-Operat",(53),(53),(53),(54),(53),CINF
Income Before Tax,730,251,"2,472","1,499","3,670",CINF
Income Tax - Total,180,(36),475,283,724,CINF
Income After Tax,550,287,"1,997","1,216","2,946",CINF
Net Inc Before Extra Items,550,287,"1,997","1,216","2,946",CINF
Total Extraordinary Items,495,--,--,--,--,CINF
Total Net Income,"1,045",287,"1,997","1,216","2,946",CINF
Income Available to Common Excl. Extra. Items,550,287,"1,997","1,216","2,946",CINF
Income Available to Common Incl. Extra. Items,"1,045",287,"1,997","1,216","2,946",CINF
Basic/Primary Weighted Average Shares,164,163,163,161,161,CINF
Basic/Primary EPS Excl. Extra. Items,3.35,1.76,12.24,7.54,18.30,CINF
Basic/Primary EPS Incl. Extra. Items,6.36,1.76,12.24,7.54,18.30,CINF
Diluted Weighted Average Shares,166,165,165,162,163,CINF
Diluted EPS Excl. Extra. Items,3.31,1.74,12.10,7.49,18.11,CINF
Diluted EPS Incl. Extra. Items,6.30,1.74,12.10,7.49,18.11,CINF
Div/Share-ComStockPrimIssue,1.98,2.09,2.21,2.36,2.49,CINF
Gross Divid - Common Stock,410,345,365,386,406,CINF
Pro Forma Net Income,--,--,--,--,--,CINF
"Interest Expense, Suppl",53,53,53,54,53,CINF
"Depreciat/Amort, Suppl",55,63,72,81,93,CINF
Total Special Items,--,--,9,85,--,CINF
Normalzd Income Before Tax,730,251,"2,481","1,584","3,670",CINF
Efct/SpecItemsIncTxs (STEC),--,--,2,16,--,CINF
IncTxsExcl ImpctofSpec Itms,180,(36),477,299,724,CINF
Normalized Income After Tax,550,287,"2,004","1,285","2,946",CINF
Normalzd Inc Avail to Common,550,287,"2,004","1,285","2,946",CINF
Basic Normalized EPS,3.35,1.76,12.28,7.97,18.30,CINF
Diluted Normalized EPS,3.31,1.74,12.14,7.91,18.11,CINF
