items,Q2 2022,Q3 2022,Q4 2022,Q1 2023,ticker
Total Revenue,"5,539","4,245","3,561","3,930",EL
"Cost of Revenue, Total","1,223",994,"1,031","1,023",EL
"Sell/Gen/AdminExpenses,Tot","2,885","2,275","2,334","2,244",EL
Restructuring Charge,13,22,92,2,EL
Impair-Assets Held for Use,0,216,25,--,EL
Unusual Expense (Income),13,238,117,2,EL
Total Operating Expense,"4,121","3,507","3,482","3,269",EL
Total Operating Income,"1,418",738,79,661,EL
"Inter Expse,Net Non-Operat",(42),(41),(42),(46),EL
"Inter/Invest Inc, Non-Oper",10,5,11,15,EL
OtherNon-OperatInc (Expnse),2,1,0,3,EL
"Other, Net",2,1,0,3,EL
Income Before Tax,"1,388",703,48,633,EL
Income Tax - Total,298,130,(2),143,EL
Income After Tax,"1,090",573,50,490,EL
Minority Interest,(2),(15),2,(1),EL
Net Inc Before Extra Items,"1,088",558,52,489,EL
Total Net Income,"1,088",558,52,489,EL
Income Available to Common Excl. Extra. Items,"1,088",558,52,489,EL
Income Available to Common Incl. Extra. Items,"1,088",558,52,489,EL
Basic/Primary Weighted Average Shares,361,359,358,358,EL
Basic/Primary EPS Excl. Extra. Items,3.02,1.55,0.15,1.37,EL
Basic/Primary EPS Incl. Extra. Items,3.02,1.55,0.15,1.37,EL
Diluted Weighted Average Shares,366,364,362,361,EL
Diluted EPS Excl. Extra. Items,2.97,1.53,0.14,1.35,EL
Diluted EPS Incl. Extra. Items,2.97,1.53,0.14,1.35,EL
Div/Share-ComStockPrimIssue,0.60,0.60,0.60,0.60,EL
Gross Divid - Common Stock,217,217,216,216,EL
Pro Forma Net Income,--,--,--,--,EL
"Interest Expense, Suppl",42,41,42,46,EL
"Depreciat/Amort, Suppl",142,144,143,142,EL
Total Special Items,13,238,117,2,EL
Normalzd Income Before Tax,"1,401",941,165,635,EL
Efct/SpecItemsIncTxs (STEC),3,44,41,0,EL
IncTxsExcl ImpctofSpec Itms,301,174,39,143,EL
Normalized Income After Tax,"1,100",767,126,492,EL
Normalzd Inc Avail to Common,"1,098",752,128,491,EL
Basic Normalized EPS,3.05,2.09,0.36,1.37,EL
Diluted Normalized EPS,3.00,2.07,0.35,1.36,EL
