items,2018,2019,2020,2021,2022,ticker
Net Income,(4),8,25,672,"1,376",ZM
Depreciation/Depletion,3,7,16,29,48,ZM
Unusual Items,--,--,--,--,(44),ZM
Equity in Net Earnings/Loss,--,--,--,--,25,ZM
Other Non-Cash Items,20,32,122,450,386,ZM
Non-Cash Items,20,32,122,450,368,ZM
"Cash Taxes Pd, Supplemental",0,0,1,3,39,ZM
Accounts Receivable,(17),(41),(65),(219),(159),ZM
Prepaid Expenses,(3),(8),(25),(69),(156),ZM
Other Assets,(27),(46),(73),(307),(247),ZM
Accounts Payable,1,1,(2),3,(2),ZM
Accrued Expenses,15,27,46,245,84,ZM
Changes in Working Capital,0,5,(12),320,(186),ZM
Total Cash from Operations,19,51,152,"1,471","1,605",ZM
Purchase of Fixed Assets,(10),(28),(38),(80),(133),ZM
Purchase/Acq of Intangibles,0,(2),0,(6),(13),ZM
Capital Expenditures,(10),(30),(38),(86),(146),ZM
Acquisition of Business,--,--,--,(26),(4),ZM
Sale/Maturity of Investment,40,69,344,618,"2,030",ZM
Purchase of Investments,(143),(78),(803),"(2,064)","(4,740)",ZM
Other Investing Cash Flow,0,0,(2),(3),0,ZM
"OtherInvestCashFlowItms,Tot",(104),(9),(461),"(1,477)","(2,713)",ZM
Total Cash from Investing,(113),(40),(499),"(1,562)","(2,859)",ZM
Financing Cash Flow Items,0,(1),591,"1,983",(40),ZM
"Common Stock, Net",--,--,15,38,59,ZM
Sale/Issuance of Preferred,0,0,--,--,--,ZM
Repurch/Retirement Preferd,(5),0,0,0,--,ZM
"Preferred Stock, Net",(5),0,0,0,--,ZM
Options Exercised,1,4,9,29,14,ZM
"Iss (Retirmnt) of Stock,Net",(4),4,25,67,74,ZM
Long Term Debt Issued,0,15,0,0,--,ZM
Long Term Debt Reduction,0,0,0,--,--,ZM
"Iss (Retirmnt) of Debt, Net",0,15,0,0,--,ZM
Total Cash From Financing,(4),18,616,"2,050",34,ZM
Net Change in Cash,(98),29,268,"1,959","(1,220)",ZM
NetCash-BeginBal/RsvdforFutUse,135,37,66,334,"2,293",ZM
NetCash-EndBal/RsrvforFutUse,37,66,334,"2,293","1,073",ZM
"Depreciation, Supplemental",3,7,16,29,48,ZM
