items,2018,2019,2020,2021,2022,ticker
Total Revenue,"2,182","10,267","10,489","9,239","11,842",VFC
"Cost of Revenue, Total","1,005","4,642","4,671","4,327","5,385",VFC
Selling/Gen/Admin Expense,864,"3,659","3,775","3,542","3,958",VFC
Advertising Expense,153,701,756,608,841,VFC
"Sell/Gen/AdminExpenses,Tot","1,017","4,359","4,531","4,150","4,799",VFC
Restructuring Charge,12,63,32,119,20,VFC
Impair-Assets Held for Use,0,6,338,35,6,VFC
Other Unusual Expnse (In),1,62,87,3,11,VFC
Unusual Expense (Income),13,131,446,157,38,VFC
Loss(Gain)/Sale Asts (Oper),--,--,(11),--,--,VFC
Total Operating Expense,"2,034","9,132","9,648","8,634","10,221",VFC
Total Operating Income,148,"1,135",841,605,"1,621",VFC
"Inter Expse,Net Non-Operat",(24),(108),(92),(136),(136),VFC
"Inter/Invest Inc, Non-Oper",2,15,20,9,5,VFC
OtherNon-OperatInc (Expnse),6,(4),(41),(22),34,VFC
"Other, Net",6,(4),(41),(22),34,VFC
Income Before Tax,131,"1,038",727,456,"1,523",VFC
Income Tax - Total,7,131,192,102,307,VFC
Income After Tax,124,908,536,355,"1,216",VFC
Net Inc Before Extra Items,124,908,536,355,"1,216",VFC
Discontinued Operations,156,489,95,57,160,VFC
Extraordinary Item,5,(37),94,0,--,VFC
Tax on Extraordinary Items,(32),(99),(45),(4),11,VFC
Total Extraordinary Items,129,352,144,53,171,VFC
Total Net Income,253,"1,260",679,408,"1,387",VFC
Income Available to Common Excl. Extra. Items,124,908,536,355,"1,216",VFC
Income Available to Common Incl. Extra. Items,253,"1,260",679,408,"1,387",VFC
Basic/Primary Weighted Average Shares,395,395,395,390,390,VFC
Basic/Primary EPS Excl. Extra. Items,0.31,2.30,1.35,0.91,3.12,VFC
Basic/Primary EPS Incl. Extra. Items,0.64,3.19,1.72,1.05,3.55,VFC
Diluted Weighted Average Shares,401,400,400,392,392,VFC
Diluted EPS Excl. Extra. Items,0.31,2.27,1.34,0.91,3.10,VFC
Diluted EPS Incl. Extra. Items,0.63,3.15,1.70,1.04,3.53,VFC
Div/Share-ComStockPrimIssue,1.89,1.94,1.90,1.94,1.98,VFC
Gross Divid - Common Stock,181,767,749,192,771,VFC
Pro Forma Net Income,--,--,--,--,--,VFC
"Interest Expense, Suppl",24,108,92,136,136,VFC
"Depreciat/Amort, Suppl",67,281,249,252,251,VFC
Total Special Items,13,192,521,291,38,VFC
Normalzd Income Before Tax,144,"1,231","1,248",747,"1,561",VFC
Efct/SpecItemsIncTxs (STEC),1,(24),(12),(12),8,VFC
IncTxsExcl ImpctofSpec Itms,8,107,180,89,315,VFC
Normalized Income After Tax,136,"1,124","1,068",658,"1,246",VFC
Normalzd Inc Avail to Common,136,"1,124","1,068",658,"1,246",VFC
Basic Normalized EPS,0.34,2.84,2.70,1.69,3.19,VFC
Diluted Normalized EPS,0.34,2.81,2.67,1.68,3.18,VFC
