items,2018,2019,2020,2021,2022,ticker
Total Revenue,190,303,431,673,"1,091",ZS
"Cost of Revenue, Total",38,60,96,150,242,ZS
Selling/Gen/Admin Expense,129,166,237,353,583,ZS
Labor & Related Expense,7,28,84,190,281,ZS
Advertising Expense,3,9,12,12,22,ZS
"Sell/Gen/AdminExpenses,Tot",140,203,332,555,886,ZS
Research & Development,39,62,97,175,289,ZS
Depreciation/Amortization,--,0,1,0,1,ZS
Litigation,8,13,18,0,0,ZS
Impair-Assets Held for Use,--,--,1,0,0,ZS
Unusual Expense (Income),8,13,19,0,0,ZS
Total Operating Expense,225,338,545,881,"1,418",ZS
Total Operating Income,(35),(35),(114),(208),(327),ZS
"Inter Expse,Net Non-Operat",--,--,(5),(53),(57),ZS
"Inter Income, Non-Operating",2,8,6,3,5,ZS
"Invest Income, Non-Operat",0,0,--,--,--,ZS
"Inter/Invest Inc, Non-Oper",2,7,6,3,5,ZS
OtherNon-OperatInc (Expnse),0,0,0,1,(4),ZS
"Other, Net",0,0,0,1,(4),ZS
Income Before Tax,(32),(28),(113),(257),(384),ZS
Income Tax - Total,1,1,2,5,7,ZS
Income After Tax,(34),(29),(115),(262),(390),ZS
Net Inc Before Extra Items,(34),(29),(115),(262),(390),ZS
Total Net Income,(34),(29),(115),(262),(390),ZS
Total Adjust to Net Income,(6),0,0,0,--,ZS
Income Available to Common Excl. Extra. Items,(40),(29),(115),(262),(390),ZS
Income Available to Common Incl. Extra. Items,(40),(29),(115),(262),(390),ZS
Basic/Primary Weighted Average Shares,64,124,129,136,141,ZS
Basic/Primary EPS Excl. Extra. Items,(0.63),(0.23),(0.89),(1.93),(2.77),ZS
Basic/Primary EPS Incl. Extra. Items,(0.63),(0.23),(0.89),(1.93),(2.77),ZS
Diluted Weighted Average Shares,64,124,129,136,141,ZS
Diluted EPS Excl. Extra. Items,(0.63),(0.23),(0.89),(1.93),(2.77),ZS
Diluted EPS Incl. Extra. Items,(0.63),(0.23),(0.89),(1.93),(2.77),ZS
Gross Divid - Common Stock,0,0,0,0,0,ZS
Pro Forma Net Income,--,--,--,--,--,ZS
"Interest Expense, Suppl",--,--,5,53,57,ZS
"Depreciat/Amort, Suppl",8,10,18,30,41,ZS
Total Special Items,8,13,19,0,0,ZS
Normalzd Income Before Tax,(24),(15),(94),(257),(384),ZS
Efct/SpecItemsIncTxs (STEC),3,5,7,0,0,ZS
IncTxsExcl ImpctofSpec Itms,4,5,9,5,7,ZS
Normalized Income After Tax,(28),(20),(103),(262),(390),ZS
Normalzd Inc Avail to Common,(35),(20),(103),(262),(390),ZS
Basic Normalized EPS,(0.54),(0.16),(0.79),(1.93),(2.77),ZS
Diluted Normalized EPS,(0.54),(0.16),(0.79),(1.93),(2.77),ZS
