items,Q4 2021,Q1 2022,Q2 2022,Q3 2022,ticker
Net Premiums Earned,"57,547","64,070","63,896","64,491",UNH
Other Insurance Revenue,"15,383","15,712","16,141","15,890",UNH
Total Premiums Earned,"72,930","79,782","80,037","80,381",UNH
Net Investment Income,813,367,295,513,UNH
Total Revenue,"73,743","80,149","80,332","80,894",UNH
"Losses,Benies& Adjmts,Total","48,159","52,523","52,093","52,635",UNH
"Sell/Gen/AdminExpenses,Tot","11,272","11,401","11,709","11,663",UNH
Depreciation/Amortization,771,788,802,828,UNH
"Other Operat Expse, Total","8,000","8,487","8,596","8,306",UNH
Total Operating Expense,"68,202","73,199","73,200","73,432",UNH
Total Operating Income,"5,541","6,950","7,132","7,462",UNH
"Inter Expse,Net Non-Operat",(431),(433),(467),(516),UNH
Income Before Tax,"5,110","6,517","6,665","6,946",UNH
Income Tax - Total,919,"1,369","1,466","1,562",UNH
Income After Tax,"4,191","5,148","5,199","5,384",UNH
Minority Interest,(120),(121),(129),(122),UNH
Net Inc Before Extra Items,"4,071","5,027","5,070","5,262",UNH
Total Net Income,"4,071","5,027","5,070","5,262",UNH
Income Available to Common Excl. Extra. Items,"4,071","5,027","5,070","5,262",UNH
Income Available to Common Incl. Extra. Items,"4,071","5,027","5,070","5,262",UNH
Basic/Primary Weighted Average Shares,940,941,937,935,UNH
Basic/Primary EPS Excl. Extra. Items,4.33,5.34,5.41,5.63,UNH
Basic/Primary EPS Incl. Extra. Items,4.33,5.34,5.41,5.63,UNH
Diluted Weighted Average Shares,956,954,950,948,UNH
Diluted EPS Excl. Extra. Items,4.26,5.27,5.34,5.55,UNH
Diluted EPS Incl. Extra. Items,4.26,5.27,5.34,5.55,UNH
Div/Share-ComStockPrimIssue,1.45,1.45,1.65,1.65,UNH
Gross Divid - Common Stock,"1,365","1,363","1,545","1,542",UNH
Pro Forma Net Income,--,--,--,--,UNH
"Interest Expense, Suppl",431,433,467,516,UNH
"Depreciat/Amort, Suppl",771,788,802,828,UNH
Normalzd Income Before Tax,"5,110","6,517","6,665","6,946",UNH
IncTxsExcl ImpctofSpec Itms,919,"1,369","1,466","1,562",UNH
Normalized Income After Tax,"4,191","5,148","5,199","5,384",UNH
Normalzd Inc Avail to Common,"4,071","5,027","5,070","5,262",UNH
Basic Normalized EPS,4.33,5.34,5.41,5.63,UNH
Diluted Normalized EPS,4.26,5.27,5.34,5.55,UNH
