items,Q4 2021,Q1 2022,Q2 2022,Q3 2022,ticker
Net Income,"11,549","4,493","5,421","9,373",ABBV
Depreciation/Depletion,803,198,401,582,ABBV
Amortization,"7,718","1,855","3,704","5,728",ABBV
Deferred Taxes,(898),(194),(794),"(1,415)",ABBV
Unusual Items,"2,611",(748),689,"3,506",ABBV
Other Non-Cash Items,"2,316",579,"2,931",842,ABBV
Non-Cash Items,"4,927",(169),"3,620","4,348",ABBV
Accounts Receivable,"(1,321)",(785),"(1,396)","(1,039)",ABBV
Inventories,(142),(385),(499),(516),ABBV
Prepaid Expenses,(197),(285),14,(60),ABBV
Payable/Accrued,"1,628",(258),(448),330,ABBV
Changes in Working Capital,"(1,322)","(1,275)","(2,439)","(1,101)",ABBV
Total Cash from Operations,"22,777","4,908","9,913","17,515",ABBV
Capital Expenditures,(787),(162),(305),(482),ABBV
Acquisition of Business,"(1,902)",(185),(394),(494),ABBV
Sale/Maturity of Investment,98,8,50,"1,460",ABBV
Purchase of Investments,(119),"(1,406)","(1,411)","(1,428)",ABBV
Other Investing Cash Flow,366,154,599,769,ABBV
"OtherInvestCashFlowItms,Tot","(1,557)","(1,429)","(1,156)",307,ABBV
Total Cash from Investing,"(2,344)","(1,591)","(1,461)",(175),ABBV
Financing Cash Flow Items,(674),(225),(456),(776),ABBV
Total Cash Dividends Paid,"(9,261)","(2,526)","(5,033)","(7,537)",ABBV
"Common Stock, Net",(934),"(1,470)","(1,479)","(1,483)",ABBV
Options Exercised,244,128,198,209,ABBV
"Iss (Retirmnt) of Stock,Net",(690),"(1,342)","(1,281)","(1,274)",ABBV
"Short Term Debt, Net",0,--,--,--,ABBV
Long Term Debt Issued,"1,000","2,000","2,000","2,000",ABBV
Long Term Debt Reduction,"(9,414)","(4,879)","(4,881)","(7,582)",ABBV
"Long Term Debt, Net","(8,414)","(2,879)","(2,881)","(5,582)",ABBV
"Iss (Retirmnt) of Debt, Net","(8,414)","(2,879)","(2,881)","(5,582)",ABBV
Total Cash From Financing,"(19,039)","(6,972)","(9,651)","(15,169)",ABBV
Foreign Exchange Effects,(97),7,(26),(85),ABBV
Net Change in Cash,"1,297","(3,648)","(1,225)","2,086",ABBV
NetCash-BeginBal/RsvdforFutUse,"8,449","9,746","9,746","9,746",ABBV
NetCash-EndBal/RsrvforFutUse,"9,746","6,098","8,521","11,832",ABBV
"Depreciation, Supplemental",803,198,401,582,ABBV
