items,2017,2018,2019,2020,2021,ticker
Total Revenue,"28,216","32,753","33,266","45,804","56,197",ABBV
"Cost of Revenue, Total","7,158","7,557","7,606","15,257","17,314",ABBV
Selling/Gen/Admin Expense,"6,092","7,174","5,612","9,040","9,476",ABBV
Labor & Related Expense,183,225,230,459,420,ABBV
Advertising Expense,--,--,"1,100","1,800","2,100",ABBV
"Sell/Gen/AdminExpenses,Tot","6,275","7,399","6,942","11,299","11,996",ABBV
Research & Development,"4,982","5,229","5,407","6,181","6,982",ABBV
"Inter/Invest Inc, Operating",(118),161,(167),--,--,ABBV
Purchased R&D Written-Off,327,424,385,"1,198",962,ABBV
Restructuring Charge,--,--,--,--,587,ABBV
Litigation,--,--,(550),--,--,ABBV
Impair-Assets Held for Use,--,"5,100","1,000",--,--,ABBV
Other Unusual Expnse (In),--,--,(330),506,--,ABBV
Unusual Expense (Income),327,"5,524",505,"1,704","1,549",ABBV
Other Operating Expense,--,500,--,0,--,ABBV
"Other, Net",--,--,(10),--,432,ABBV
"Other Operat Expse, Total",--,500,(10),0,432,ABBV
Total Operating Expense,"18,624","26,370","20,283","34,441","38,273",ABBV
Total Operating Income,"9,592","6,383","12,983","11,363","17,924",ABBV
"Inter Expse,Net Non-Operat","(1,150)","(1,348)","(1,784)","(2,454)","(2,423)",ABBV
"Inter Income, Non-Operating",146,204,275,174,39,ABBV
"Invest Income, Non-Operat",(438),(24),(11),(71),(51),ABBV
"Inter/Invest Inc, Non-Oper",(292),180,264,103,(12),ABBV
"Inter Inc(Exp),Net Non-Oper",--,--,(31),--,--,ABBV
"Other, Net",(423),(18),"(3,006)","(5,614)","(2,500)",ABBV
Income Before Tax,"7,727","5,197","8,426","3,398","12,989",ABBV
Income Tax - Total,"2,018",(576),544,"(1,224)","1,440",ABBV
Income After Tax,"5,709","5,773","7,882","4,622","11,549",ABBV
Minority Interest,--,--,--,(6),(7),ABBV
Net Inc Before Extra Items,"5,709","5,773","7,882","4,616","11,542",ABBV
Total Extraordinary Items,(400),(86),--,--,--,ABBV
Total Net Income,"5,309","5,687","7,882","4,616","11,542",ABBV
Total Adjust to Net Income,(26),(30),(40),(60),(74),ABBV
Income Available to Common Excl. Extra. Items,"5,683","5,743","7,842","4,556","11,468",ABBV
Income Available to Common Incl. Extra. Items,"5,283","5,657","7,842","4,556","11,468",ABBV
Basic/Primary Weighted Average Shares,"1,596","1,541","1,481","1,667","1,770",ABBV
Basic/Primary EPS Excl. Extra. Items,3.56,3.73,5.30,2.73,6.48,ABBV
Basic/Primary EPS Incl. Extra. Items,3.31,3.67,5.30,2.73,6.48,ABBV
Diluted Weighted Average Shares,"1,603","1,546","1,484","1,673","1,777",ABBV
Diluted EPS Excl. Extra. Items,3.55,3.71,5.28,2.72,6.45,ABBV
Diluted EPS Incl. Extra. Items,3.30,3.66,5.28,2.72,6.45,ABBV
Div/Share-ComStockPrimIssue,2.56,3.59,4.28,4.72,5.20,ABBV
Gross Divid - Common Stock,"4,221","6,045","6,533","8,278","9,470",ABBV
Pro Forma Net Income,--,--,--,--,--,ABBV
"Interest Expense, Suppl","1,150","1,348","1,784","2,454","2,423",ABBV
"Depreciat/Amort, Suppl",425,471,464,666,803,ABBV
Total Special Items,748,"5,865",724,"1,764","1,608",ABBV
Normalzd Income Before Tax,"8,475","11,062","9,150","5,162","14,597",ABBV
Efct/SpecItemsIncTxs (STEC),110,"1,904",22,198,72,ABBV
IncTxsExcl ImpctofSpec Itms,"2,128","1,328",566,"(1,026)","1,512",ABBV
Normalized Income After Tax,"6,347","9,734","8,584","6,188","13,085",ABBV
Normalzd Inc Avail to Common,"6,321","9,704","8,544","6,122","13,004",ABBV
Basic Normalized EPS,3.96,6.30,5.77,3.67,7.35,ABBV
Diluted Normalized EPS,3.94,6.28,5.76,3.66,7.32,ABBV
