items,2018,2019,2020,2021,2022,ticker
Net Income,(46),92,(549),360,(60),UA
Depreciation/Depletion,182,186,165,141,35,UA
Deferred Taxes,(39),38,44,(3),(3),UA
Unusual Items,14,44,295,90,0,UA
Other Non-Cash Items,(179),22,55,54,(2),UA
Non-Cash Items,(165),65,350,144,(2),UA
"Cash Taxes Pd, Supplemental",(17),23,24,43,--,UA
"Cash Interest Pd, Suppl",29,18,29,25,--,UA
Accounts Receivable,187,(45),168,(31),(132),UA
Inventories,110,150,15,93,(6),UA
Prepaid Expenses,(108),24,19,10,(4),UA
Other Assets,--,20,(260),80,28,UA
Accounts Payable,26,59,(41),26,(55),UA
Accrued Expenses,135,(19),319,(115),(123),UA
Changes in Working Capital,696,127,203,23,(293),UA
Total Cash from Operations,628,509,213,665,(321),UA
Capital Expenditures,(175),(147),(92),(70),(40),UA
Acquisition of Business,--,--,(40),0,--,UA
Sale of Fixed Assets,11,0,199,1,0,UA
Sale/Maturity of Investment,0,0,0,--,--,UA
Purchase of Investments,(39),--,--,--,--,UA
"OtherInvestCashFlowItms,Tot",(28),0,159,1,0,UA
Total Cash from Investing,(203),(147),66,(68),(40),UA
Financing Cash Flow Items,(2),(7),(57),(8),(11),UA
Total Cash Dividends Paid,0,--,--,--,--,UA
"Common Stock, Net",--,--,--,--,(300),UA
Options Exercised,3,7,5,95,1,UA
"Iss (Retirmnt) of Stock,Net",3,7,5,95,(299),UA
Long Term Debt Issued,505,25,--,0,0,UA
Long Term Debt Reduction,(695),(163),--,(506),--,UA
"Long Term Debt, Net",(190),(138),--,(506),0,UA
Total Debt Issued,--,--,"1,289",--,--,UA
Total Debt Reduction,--,--,(800),--,--,UA
"Iss (Retirmnt) of Debt, Net",(190),(138),489,(506),0,UA
Total Cash From Financing,(190),(137),437,(419),(311),UA
Foreign Exchange Effects,12,5,16,(23),11,UA
Net Change in Cash,248,230,733,154,(661),UA
NetCash-BeginBal/RsvdforFutUse,318,566,796,"1,529","1,683",UA
NetCash-EndBal/RsrvforFutUse,566,796,"1,529","1,683","1,022",UA
"Depreciation, Supplemental",182,186,165,141,35,UA
