items,Q1 2022,Q2 2022,Q3 2022,Q4 2022,ticker
Total Revenue,542,587,614,640,WWD
"Cost of Revenue, Total",419,453,480,505,WWD
"Sell/Gen/AdminExpenses,Tot",62,44,46,50,WWD
Research & Development,25,32,32,30,WWD
Restructuring Charge,--,--,--,(3),WWD
Impair-Assets Held for Use,--,--,--,0,WWD
Unusual Expense (Income),--,--,--,(3),WWD
"Other Operat Expse, Total",(3),(3),(3),(3),WWD
Total Operating Expense,503,527,556,578,WWD
Total Operating Income,38,60,58,62,WWD
"Inter Expse,Net Non-Operat",(8),(8),(9),(10),WWD
"Inter Income, Non-Operating",1,1,0,0,WWD
"Invest Income, Non-Operat",6,2,0,4,WWD
"Inter/Invest Inc, Non-Oper",6,2,0,5,WWD
Gain(Loss)on Sale of Assets,2,0,0,0,WWD
Income Before Tax,38,54,50,58,WWD
Income Tax - Total,7,6,11,4,WWD
Income After Tax,30,48,39,54,WWD
Net Inc Before Extra Items,30,48,39,54,WWD
Total Net Income,30,48,39,54,WWD
Income Available to Common Excl. Extra. Items,30,48,39,54,WWD
Income Available to Common Incl. Extra. Items,30,48,39,54,WWD
Basic/Primary Weighted Average Shares,63,63,61,60,WWD
Basic/Primary EPS Excl. Extra. Items,0.48,0.77,0.65,0.90,WWD
Basic/Primary EPS Incl. Extra. Items,0.48,0.77,0.65,0.90,WWD
Diluted Weighted Average Shares,65,65,62,61,WWD
Diluted EPS Excl. Extra. Items,0.47,0.74,0.64,0.88,WWD
Diluted EPS Incl. Extra. Items,0.47,0.74,0.64,0.88,WWD
Div/Share-ComStockPrimIssue,0.16,0.19,0.19,0.19,WWD
Gross Divid - Common Stock,10,12,11,11,WWD
Pro Forma Net Income,--,--,--,--,WWD
"Interest Expense, Suppl",8,8,9,10,WWD
"Depreciat/Amort, Suppl",21,21,21,21,WWD
Total Special Items,6,(2),0,(4),WWD
Normalzd Income Before Tax,44,52,50,54,WWD
Efct/SpecItemsIncTxs (STEC),1,0,0,0,WWD
IncTxsExcl ImpctofSpec Itms,9,6,11,3,WWD
Normalized Income After Tax,35,46,39,51,WWD
Normalzd Inc Avail to Common,35,46,39,51,WWD
Basic Normalized EPS,0.56,0.74,0.65,0.85,WWD
Diluted Normalized EPS,0.55,0.72,0.64,0.83,WWD
