items,Q4 2022,Q1 2023,Q2 2023,Q3 2023,ticker
Total Revenue,"35,719","38,908","43,792","38,872",HD
"Cost of Revenue, Total","23,857","25,763","29,309","25,648",HD
"Sell/Gen/AdminExpenses,Tot","6,306","6,610","6,657","6,468",HD
Depreciation/Amortization,606,606,616,608,HD
Unusual Expense (Income),125,--,--,--,HD
Total Operating Expense,"30,894","32,979","36,582","32,724",HD
Total Operating Income,"4,825","5,929","7,210","6,148",HD
"Inter Expse,Net Non-Operat",(341),(372),(381),(413),HD
"Inter/Invest Inc, Non-Oper",18,3,2,7,HD
Income Before Tax,"4,502","5,560","6,831","5,742",HD
Income Tax - Total,"1,150","1,329","1,658","1,403",HD
Income After Tax,"3,352","4,231","5,173","4,339",HD
Net Inc Before Extra Items,"3,352","4,231","5,173","4,339",HD
Total Net Income,"3,352","4,231","5,173","4,339",HD
Income Available to Common Excl. Extra. Items,"3,352","4,231","5,173","4,339",HD
Income Available to Common Incl. Extra. Items,"3,352","4,231","5,173","4,339",HD
Basic/Primary Weighted Average Shares,"1,039","1,030","1,023","1,020",HD
Basic/Primary EPS Excl. Extra. Items,3.23,4.11,5.06,4.25,HD
Basic/Primary EPS Incl. Extra. Items,3.23,4.11,5.06,4.25,HD
Diluted Weighted Average Shares,"1,043","1,034","1,025","1,023",HD
Diluted EPS Excl. Extra. Items,3.21,4.09,5.05,4.24,HD
Diluted EPS Incl. Extra. Items,3.21,4.09,5.05,4.24,HD
Div/Share-ComStockPrimIssue,1.65,1.90,0.00,1.90,HD
Gross Divid - Common Stock,"1,721","1,962","1,948","1,946",HD
Pro Forma Net Income,--,--,--,--,HD
"Interest Expense, Suppl",341,372,381,413,HD
"Depreciat/Amort, Suppl",734,727,746,608,HD
Total Special Items,125,--,--,--,HD
Normalzd Income Before Tax,"4,627","5,560","6,831","5,742",HD
Efct/SpecItemsIncTxs (STEC),32,--,--,--,HD
IncTxsExcl ImpctofSpec Itms,"1,182","1,329","1,658","1,403",HD
Normalized Income After Tax,"3,445","4,231","5,173","4,339",HD
Normalzd Inc Avail to Common,"3,445","4,231","5,173","4,339",HD
Basic Normalized EPS,3.32,4.11,5.06,4.25,HD
Diluted Normalized EPS,3.30,4.09,5.05,4.24,HD
