items,2017,2018,2019,2020,2021,ticker
Total Revenue,"4,363","4,517","4,353","3,076","3,887",TEX
"Cost of Revenue, Total","3,553","3,555","3,465","2,537","3,129",TEX
"Sell/Gen/AdminExpenses,Tot",558,480,479,407,371,TEX
Research & Development,81,63,72,59,52,TEX
Restructuring Charge,(9),6,--,--,--,TEX
Impair-Assets Held for Use,0,--,2,6,6,TEX
Other Unusual Expnse (In),53,1,0,0,29,TEX
Unusual Expense (Income),43,7,2,6,36,TEX
Total Operating Expense,"4,236","4,105","4,018","3,008","3,588",TEX
Total Operating Income,127,412,335,68,299,TEX
"Inter Expse,Net Non-Operat",(68),(73),(88),(66),(52),TEX
"Inter Income, Non-Operating",7,9,7,4,4,TEX
"Invest Income, Non-Operat",1,1,6,--,--,TEX
"Inter/Invest Inc, Non-Oper",8,10,13,4,4,TEX
OtherNon-OperatInc (Expnse),45,(62),(12),5,13,TEX
"Other, Net",45,(62),(12),5,13,TEX
Income Before Tax,112,287,248,11,264,TEX
Income Tax - Total,2,40,38,2,46,TEX
Income After Tax,110,247,210,9,218,TEX
Minority Interest,0,--,--,--,--,TEX
Net Inc Before Extra Items,110,247,210,9,218,TEX
Discontinued Operations,69,(128),(155),(20),3,TEX
Extraordinary Item,(50),(6),0,--,--,TEX
Total Extraordinary Items,18,(134),(155),(20),3,TEX
Total Net Income,129,114,54,(11),221,TEX
Income Available to Common Excl. Extra. Items,110,247,210,9,218,TEX
Income Available to Common Incl. Extra. Items,129,114,54,(11),221,TEX
Basic/Primary Weighted Average Shares,93,75,71,70,70,TEX
Basic/Primary EPS Excl. Extra. Items,1.19,3.28,2.95,0.13,3.12,TEX
Basic/Primary EPS Incl. Extra. Items,1.39,1.51,0.77,(0.15),3.17,TEX
Diluted Weighted Average Shares,95,77,72,70,71,TEX
Diluted EPS Excl. Extra. Items,1.16,3.21,2.92,0.13,3.07,TEX
Diluted EPS Incl. Extra. Items,1.36,1.48,0.76,(0.15),3.12,TEX
Div/Share-ComStockPrimIssue,0.32,0.40,0.44,0.24,0.49,TEX
Gross Divid - Common Stock,30,31,31,9,34,TEX
Pro Forma Net Income,--,--,--,--,--,TEX
"Interest Expense, Suppl",68,73,88,66,52,TEX
"Depreciat/Amort, Suppl",65,58,48,48,48,TEX
Total Special Items,43,7,2,6,36,TEX
Normalzd Income Before Tax,155,294,249,17,300,TEX
Efct/SpecItemsIncTxs (STEC),1,1,0,1,6,TEX
IncTxsExcl ImpctofSpec Itms,2,41,38,3,53,TEX
Normalized Income After Tax,153,253,211,14,247,TEX
Normalzd Inc Avail to Common,153,253,211,14,247,TEX
Basic Normalized EPS,1.65,3.35,2.97,0.19,3.54,TEX
Diluted Normalized EPS,1.61,3.29,2.94,0.19,3.48,TEX
