items,2017,2018,2019,2020,2021,ticker
Cash,"24,816","30,541","4,293","9,792","8,394",MS
Cash & Equivalents,"21,348","21,299","45,366","95,862","119,331",MS
Cash and Short Term Invs,"46,164","51,840","49,659","105,654","127,725",MS
"Total Receivables, Net","56,187","53,298","55,646","97,737","96,018",MS
Total Current Assets,--,--,--,--,--,MS
Prop./Plant/Equip. - Net,--,--,"3,998","4,419","4,268",MS
"Goodwill, Net","6,597","6,688","7,143","11,635","16,833",MS
Intangibles - Gross,"5,178","5,040","5,311","5,062","8,477",MS
Accum. Intangible Amort.,"(2,730)","(2,877)","(3,204)",(82),(117),MS
Intangibles - Net,"2,448","2,163","2,107","4,980","8,360",MS
LT Invt. - Affiliate Comp.,"2,623","2,432","2,363","2,410","2,214",MS
LT Investments - Other,"554,539","543,793","597,608","723,517","727,579",MS
Long Term Investments,"557,162","546,225","599,971","725,927","729,793",MS
Note Rcvble - Long Term,"104,126","115,579","130,637","150,597","188,134",MS
Restricted Cash - LT,"34,231","35,356","32,512",--,--,MS
Other Assets,"44,818","42,382","13,756","14,913","17,009",MS
"Other Assets, Total","44,818","42,382","13,756","14,913","17,009",MS
Total Assets,"851,733","853,531","895,429","1,115,862","1,188,140",MS
Accounts Payable,"191,510","179,559","197,834","225,318","226,521",MS
Accrued Expenses,--,--,"4,778","7,446","7,321",MS
Notes Payable/ST Debt,"229,452","249,487","253,062","369,100","422,061",MS
Curr. Port. LT Dbt/Cap Ls.,--,--,"22,969","3,691","5,764",MS
Total Current Liabilities,--,--,--,--,--,MS
Total Long Term Debt,"192,582","189,662","169,658","213,388","227,363",MS
Total Debt,"422,034","439,149","445,689","586,179","655,188",MS
Minority Interest,"1,075","1,160","1,148","1,368","1,157",MS
"Other Liabilities, Total","159,723","153,417","164,431","193,770","192,512",MS
Total Liabilities,"774,342","773,285","813,880","1,014,081","1,082,699",MS
Redeemable Preferred Stock,"8,520","8,520","8,520","9,250","7,750",MS
Common Stock,20,20,20,20,20,MS
Additional Paid-In Capital,"23,545","23,794","23,935","25,546","28,841",MS
Ret. Earn.(Accum. Deficit),"57,577","64,175","70,589","78,694","89,432",MS
Treasury Stock - Common,"(9,211)","(13,971)","(18,727)","(9,767)","(17,500)",MS
ESOP Debt Guarantee,0,0,0,0,0,MS
Unrealized Gain (Loss),(547),(930),207,"1,787",245,MS
Cum. Trans. Adjustment,(767),(889),(897),(795),"(1,002)",MS
Min. Pension Lblty Adj.,(591),(578),(644),(498),(551),MS
Other Comprehensive Income,"(1,155)",105,"(1,454)","(2,456)","(1,794)",MS
"Other Equity, Total","(2,513)","(1,362)","(2,995)","(3,749)","(3,347)",MS
Total Equity,"77,391","80,246","81,549","101,781","105,441",MS
Total Liabilities & Shareholders’ Equity,"851,733","853,531","895,429","1,115,862","1,188,140",MS
Ttl Comm. Shares Outs.,"1,788","1,700","1,594","1,810","1,772",MS
Trsy. Shrs-Comm. Primary Iss.,251,339,445,229,267,MS
Shrs Out-Pref Primary Iss.,0,0,0,0,0,MS
Shrs Out-Pref Stk Iss. 4,1,1,1,1,1,MS
Shrs Out-Pref Stk Iss. 5,0,0,0,0,0,MS
Shrs Out-Pref Stk Iss. 6,--,--,0,0,0,MS
Trsry Shrs-Pref. Iss. 1,0,0,0,0,0,MS
Trsry Shrs-Pref. Iss. 4,0,0,0,0,0,MS
Trsry Shrs-Pref. Iss. 5,0,0,0,0,0,MS
Trsry Shrs-Pref. Iss. 6,--,--,0,0,0,MS
