items,2017,2018,2019,2020,2021,ticker
Total Revenue,"1,783","1,663","1,619","1,813","2,068",PZZA
"Cost of Revenue, Total","1,429","1,221","1,153","1,269","1,413",PZZA
"Sell/Gen/AdminExpenses,Tot",158,194,223,204,199,PZZA
Depreciation/Amortization,44,46,47,50,49,PZZA
Restructuring Charge,--,--,--,--,13,PZZA
Litigation,0,--,--,--,--,PZZA
Unusual Expense (Income),2,0,(5),--,13,PZZA
Loss(Gain)/Sale Asts (Oper),2,0,(5),--,--,PZZA
Other Operating Expense,--,171,176,200,226,PZZA
"Other Operat Expse, Total",--,171,176,200,226,PZZA
Total Operating Expense,"1,632","1,631","1,595","1,723","1,900",PZZA
Total Operating Income,151,32,25,90,168,PZZA
"Inter Expse,Net Non-Operat",(11),(26),(21),(17),(19),PZZA
"Inter/Invest Inc, Non-Oper",1,1,1,2,2,PZZA
Income Before Tax,140,7,5,75,151,PZZA
Income Tax - Total,41,3,(1),15,26,PZZA
Income After Tax,100,4,6,61,125,PZZA
Minority Interest,(4),(2),(1),(3),(5),PZZA
Net Inc Before Extra Items,95,2,5,58,120,PZZA
Total Extraordinary Items,7,0,0,0,--,PZZA
Total Net Income,102,2,5,58,120,PZZA
Preferred Dividends,--,0,(12),(14),(116),PZZA
Misc Earnings Adjustment,1,0,0,(2),0,PZZA
Total Adjust to Net Income,1,0,(12),(16),(116),PZZA
Income Available to Common Excl. Extra. Items,96,2,(8),42,4,PZZA
Income Available to Common Incl. Extra. Items,103,2,(8),42,4,PZZA
Basic/Primary Weighted Average Shares,36,32,32,32,35,PZZA
Basic/Primary EPS Excl. Extra. Items,2.67,0.08,(0.24),1.29,0.12,PZZA
Basic/Primary EPS Incl. Extra. Items,2.86,0.08,(0.24),1.29,0.12,PZZA
Diluted Weighted Average Shares,37,32,32,33,35,PZZA
Diluted EPS Excl. Extra. Items,2.64,0.08,(0.24),1.28,0.12,PZZA
Diluted EPS Incl. Extra. Items,2.83,0.08,(0.24),1.28,0.12,PZZA
Div/Share-ComStockPrimIssue,0.85,0.90,0.90,0.90,1.15,PZZA
Gross Divid - Common Stock,31,29,29,30,41,PZZA
Pro Forma Net Income,--,--,--,--,--,PZZA
"Interest Expense, Suppl",11,26,21,17,19,PZZA
"Depreciat/Amort, Suppl",44,46,47,50,49,PZZA
Total Special Items,2,0,(5),5,13,PZZA
Normalzd Income Before Tax,142,7,0,81,164,PZZA
Efct/SpecItemsIncTxs (STEC),0,0,(2),(1),(3),PZZA
IncTxsExcl ImpctofSpec Itms,41,3,(2),13,23,PZZA
Normalized Income After Tax,101,4,3,67,141,PZZA
Normalzd Inc Avail to Common,97,3,(11),48,20,PZZA
Basic Normalized EPS,2.70,0.08,(0.34),1.49,0.57,PZZA
Diluted Normalized EPS,2.67,0.08,(0.34),1.48,0.57,PZZA
